Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
Dog,7,Labrador Retriever,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,6,No
Cat,2,Siamese,Male,Cream,Gray,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1,Yes
Cat,24,Calico,Female,Black,Brown,Medium,Short,Yes,Yes,Minor Injury,0,2,No
Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,50,4,Yes
Dog,3,Labrador Retriever,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Dog,19,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
Cat,4,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,72,Labrador Retriever,Female,Golden,Yellow,Medium,Short,Yes,Yes,Healthy,0,6,Yes
Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Male,Black,Yellow,Medium,Short,No,No,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,No
Cat,3,Domestic Short Hair,Female,Brown,Gray,Small,Short,Not Sure,Not Sure,Healthy,30,8,Yes
Dog,10,Jack Russell Terrier,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,0,No
Cat,30,Torbie,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,10,4,Yes
Cat,3,Domestic Short Hair,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,13,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,2,Yes
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,350,19,Yes
Cat,24,Domestic Long Hair,Female,Gray,No Color,Medium,Medium,Not Sure,No,Healthy,0,7,Yes
Cat,8,Domestic Short Hair,Male,Gray,White,Medium,Medium,Yes,No,Healthy,150,3,No
Cat,36,Domestic Short Hair,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,6,Yes
Dog,72,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,250,1,No
Dog,3,Mixed Breed,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,8,Yes
Cat,2,Domestic Short Hair,Male,Brown,Gray,Small,Short,No,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,5,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,No
Cat,2,Domestic Short Hair,Male,Cream,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,120,Miniature Pinscher,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,Yes
Cat,36,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,5,Yes
Cat,4,Tabby,Male,Black,Brown,Small,Short,Yes,No,Healthy,200,6,No
Cat,12,British Shorthair,Male,Black,Gray,Large,Medium,Not Sure,Not Sure,Healthy,0,5,Yes
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,160,1,No
Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes
Dog,12,Mixed Breed,Male,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes
Cat,1,Domestic Medium Hair,Female,Golden,White,Small,Medium,No,No,Healthy,0,4,Yes
Cat,21,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes
Dog,6,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
Cat,3,Domestic Medium Hair,Female,Brown,White,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,7,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Female,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,2,Yes
Cat,3,Domestic Medium Hair,Female,Black,White,Small,Short,No,No,Healthy,0,5,No
Cat,1,Tabby,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,5,Yes
Dog,1,Terrier,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,No,Healthy,0,3,Yes
Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,Yes,No,Healthy,100,2,No
Dog,36,Mixed Breed,Male,Golden,Yellow,Medium,Medium,No,No,Healthy,0,1,No
Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
Dog,36,Bullmastiff,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes
Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,6,No
Dog,12,Husky,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
Cat,1,Siamese,Female,Gray,White,Small,Short,Not Sure,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
Dog,0,Mixed Breed,Female,Black,Cream,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
Cat,4,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,26,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,No
Cat,0,Domestic Short Hair,Female,Black,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
Cat,3,Calico,Female,Black,Yellow,Small,Medium,No,No,Healthy,50,5,No
Dog,12,Mixed Breed,Female,Black,Cream,Large,Short,Yes,Yes,Healthy,0,1,No
Dog,3,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,0,8,Yes
Dog,3,Mixed Breed,Female,Golden,White,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,7,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,50,2,Yes
Dog,3,Mixed Breed,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,2,No
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,2,Fox Terrier,Male,Brown,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,9,Mixed Breed,Male,Golden,Cream,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,5,Domestic Short Hair,Male,Brown,Cream,Small,Short,Yes,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,Yes,Healthy,0,1,No
Cat,18,Domestic Short Hair,Female,Golden,White,Small,Short,Yes,Yes,Healthy,0,1,Yes
Dog,2,Labrador Retriever,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,1,Domestic Medium Hair,Male,Brown,Golden,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,1,No
Dog,2,Mixed Breed,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,6,Yes
Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,11,Yes
Dog,24,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,13,Yes
Cat,32,Bengal,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,20,12,Yes
Dog,6,German Shepherd Dog,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,18,Persian,Male,Cream,White,Large,Medium,No,No,Healthy,180,2,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Cat,6,Domestic Long Hair,Male,Brown,Yellow,Medium,Long,Not Sure,No,Healthy,150,1,Yes
Dog,24,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,Yes,Healthy,0,3,No
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Yellow,White,Small,Short,Yes,No,Healthy,0,4,Yes
Dog,10,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,No
Dog,29,Mixed Breed,Female,Golden,No Color,Medium,Short,No,Not Sure,Healthy,0,4,No
Cat,1,Domestic Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,3,Yes
Dog,4,Mixed Breed,Female,White,No Color,Small,Medium,Yes,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,100,5,Yes
Dog,48,Spitz,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,No
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,6,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes
Cat,3,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes
Dog,24,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,No
Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,1,Yes
Dog,12,Pug,Male,Black,Cream,Small,Short,Yes,Yes,Healthy,0,6,Yes
Cat,12,Siamese,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,50,5,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,Yes
Dog,24,Mixed Breed,Female,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,4,No
Cat,4,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,6,Yes
Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,3,Yes
Cat,24,Tabby,Male,Yellow,No Color,Medium,Medium,Not Sure,Not Sure,Minor Injury,1,2,No
Cat,9,American Shorthair,Male,Yellow,White,Small,Medium,No,No,Healthy,0,3,No
Dog,4,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,10,Yes
Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Cat,5,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,100,4,Yes
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Male,Black,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,1,Mixed Breed,Female,Yellow,No Color,Medium,Short,Yes,No,Healthy,40,1,No
Cat,2,Domestic Short Hair,Male,Brown,Cream,Small,Short,Not Sure,No,Healthy,0,1,Yes
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,7,Yes
Dog,4,Labrador Retriever,Female,Cream,No Color,Large,Medium,Not Sure,No,Healthy,0,5,Yes
Dog,3,Mixed Breed,Male,Black,Cream,Medium,Short,Yes,Yes,Healthy,0,4,No
Dog,12,Mixed Breed,Male,Black,Brown,Large,Medium,No,No,Healthy,0,6,Yes
Dog,108,Pomeranian,Female,Brown,No Color,Small,Long,Not Sure,No,Healthy,0,2,No
Cat,6,Domestic Short Hair,Male,Black,Gray,Small,Short,No,Yes,Healthy,0,1,Yes
Dog,0,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,9,Yes
Cat,26,Domestic Short Hair,Male,Golden,Cream,Large,Medium,Yes,Yes,Healthy,100,4,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,8,Domestic Short Hair,Female,Golden,Gray,Medium,Short,Yes,Yes,Healthy,0,8,Yes
Dog,8,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,5,Beagle,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,7,No
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,4,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,Yes,Healthy,0,2,No
Dog,24,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,15,No
Dog,2,Mixed Breed,Female,Black,Golden,Medium,Short,No,No,Healthy,0,11,Yes
Dog,4,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,No,Healthy,235,4,Yes
Cat,2,Calico,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,Yes
Cat,1,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,3,Yes
Dog,14,German Spitz,Female,Black,Golden,Small,Medium,Yes,No,Healthy,150,3,No
Cat,6,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,48,Terrier,Female,Cream,No Color,Medium,Long,Yes,Yes,Healthy,0,3,Yes
Cat,3,Oriental Long Hair,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,11,Yes
Dog,84,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,No,Healthy,200,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,2,Domestic Medium Hair,Female,Gray,White,Small,Medium,No,No,Healthy,0,10,Yes
Cat,6,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,100,1,Yes
Cat,12,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,3,No
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,2,No
Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,No,Yes,Healthy,0,10,Yes
Dog,7,Mixed Breed,Female,White,No Color,Medium,Short,Not Sure,Yes,Healthy,0,4,Yes
Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,6,Yes
Dog,1,Siberian Husky,Female,Black,Brown,Small,Medium,No,No,Healthy,0,1,Yes
Cat,8,Tuxedo,Male,Black,White,Large,Medium,No,No,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
Dog,57,Mastiff,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,4,Yes
Cat,11,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,16,Yes
Cat,9,Turkish Van,Male,Yellow,White,Large,Medium,Yes,Not Sure,Healthy,100,5,No
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,9,Siberian Husky,Male,White,No Color,Large,Long,Yes,No,Healthy,600,3,Yes
Cat,36,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Minor Injury,0,5,Yes
Cat,96,Norwegian Forest Cat,Male,White,No Color,Large,Long,Yes,Not Sure,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,1,Yes
Dog,8,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
Dog,30,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,No
Cat,3,Domestic Short Hair,Female,Black,Cream,Small,Short,Yes,No,Healthy,0,12,Yes
Cat,18,Domestic Short Hair,Female,Brown,White,Large,Short,No,No,Healthy,0,4,Yes
Cat,1,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes
Dog,1,Mixed Breed,Male,Cream,White,Medium,Short,No,No,Healthy,0,9,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
Dog,84,German Shepherd Dog,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,No
Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,13,Yes
Cat,3,Domestic Medium Hair,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,6,Yes
Dog,24,Mixed Breed,Female,Yellow,No Color,Large,Medium,Not Sure,Not Sure,Minor Injury,0,1,Yes
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,3,Yes
Dog,7,Mixed Breed,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,24,No
Cat,1,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,Yes
Dog,60,Shih Tzu,Male,Brown,White,Medium,Medium,Yes,No,Minor Injury,0,1,Yes
Dog,54,Chihuahua,Female,Cream,White,Small,Short,Yes,Yes,Healthy,100,3,Yes
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,50,5,Yes
Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
Cat,4,Domestic Medium Hair,Female,Brown,No Color,Small,Medium,No,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,Yes
Cat,2,Siamese,Female,Brown,White,Small,Medium,No,No,Healthy,0,5,Yes
Cat,3,Persian,Male,Golden,White,Large,Medium,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,2,Spitz,Male,Brown,Golden,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,12,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Cat,9,Persian,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
Cat,2,Tabby,Male,Gray,No Color,Small,Short,No,No,Healthy,0,6,Yes
Cat,2,Domestic Short Hair,Male,Brown,No Color,Small,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,4,Yes
Cat,2,Siamese,Female,Brown,White,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,50,1,No
Dog,5,Poodle,Male,Brown,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Dog,5,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,24,Shih Tzu,Female,Brown,White,Small,Medium,Yes,Yes,Healthy,0,1,Yes
Cat,3,Siamese,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,6,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,3,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,No,Healthy,200,2,Yes
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,No
Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,100,2,Yes
Cat,12,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Minor Injury,0,2,No
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Dog,18,Shih Tzu,Male,Brown,Golden,Medium,Medium,Yes,No,Healthy,150,2,Yes
Dog,12,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,No
Cat,5,Domestic Short Hair,Male,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,5,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,Yes,Healthy,0,1,Yes
Cat,12,Domestic Long Hair,Female,Gray,No Color,Medium,Medium,Not Sure,No,Minor Injury,0,2,Yes
Dog,10,Mixed Breed,Male,Black,Brown,Medium,Medium,No,Yes,Healthy,0,1,Yes
Cat,21,Tabby,Female,Yellow,White,Medium,Short,Yes,Yes,Minor Injury,0,2,No
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,7,No
Dog,2,Mixed Breed,Female,Brown,White,Large,Short,Yes,Yes,Healthy,0,1,Yes
Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,0,Yes
Cat,1,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,3,No
Cat,2,American Shorthair,Female,Black,Yellow,Medium,Short,No,No,Healthy,20,1,Yes
Cat,5,Domestic Medium Hair,Female,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,3,Yes
Dog,9,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,Not Sure,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,150,1,No
Dog,24,Terrier,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,0,No
Cat,2,Siamese,Male,Brown,Cream,Medium,Short,No,No,Healthy,50,2,Yes
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,36,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,Yes,Healthy,150,1,No
Dog,8,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
Dog,5,Golden Retriever,Female,Golden,No Color,Small,Medium,Not Sure,No,Healthy,0,8,Yes
Cat,24,Domestic Long Hair,Male,White,No Color,Medium,Medium,Not Sure,No,Healthy,0,3,Yes
Dog,24,Black Labrador Retriever,Male,Black,White,Medium,Long,Yes,No,Healthy,0,0,No
Cat,2,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,60,Pekingese,Female,Brown,No Color,Small,Long,Yes,No,Minor Injury,50,9,Yes
Cat,5,American Shorthair,Female,Golden,Yellow,Medium,Short,Not Sure,No,Healthy,0,2,No
Cat,2,Tabby,Female,Black,White,Medium,Medium,Yes,No,Healthy,50,4,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,Yes
Cat,12,Siamese,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No
Dog,3,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,No,Healthy,500,1,Yes
Cat,1,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,Yes
Cat,12,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,75,2,No
Dog,48,Golden Retriever,Female,Golden,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,No
Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,Yes,Not Sure,Healthy,10,5,No
Dog,4,Mixed Breed,Female,Black,Yellow,Large,Medium,No,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,No,Healthy,0,12,Yes
Dog,12,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,11,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,12,Domestic Short Hair,Female,Gray,White,Medium,Short,No,Yes,Healthy,50,4,Yes
Dog,2,Miniature Pinscher,Male,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes
Cat,4,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,4,Tabby,Male,Yellow,White,Medium,Short,Yes,Not Sure,Healthy,0,2,Yes
Cat,1,Domestic Medium Hair,Female,Golden,Cream,Medium,Medium,No,No,Healthy,40,7,Yes
Cat,4,Calico,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,50,9,Yes
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,50,30,Yes
Dog,1,Labrador Retriever,Female,Black,Brown,Medium,Short,Yes,No,Healthy,50,2,Yes
Dog,5,Mixed Breed,Female,Golden,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
Cat,1,Ragdoll,Male,Brown,Cream,Medium,Long,Yes,No,Healthy,250,8,Yes
Cat,2,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,50,11,Yes
Cat,8,Burmese,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
