session_id,session_duration_seconds,pages_viewed,items_in_cart,cart_total_value,unique_categories_viewed,has_discount_code,is_returning_customer,device_type,traffic_source,hour_of_day,day_of_week,previous_purchases_count,avg_time_per_page_seconds,added_to_wishlist,used_search,converted
CART_16896,951,11,4,301.38,4,1,1,mobile,email,9,4,16,86.45,0,1,1
CART_16897,128,30,3,380.71,1,0,1,mobile,direct,21,0,30,4.27,0,1,0
CART_16898,1680,6,1,159.6,3,0,0,mobile,paid,9,2,0,280.0,1,1,0
CART_16899,1350,30,1,106.38,3,0,0,mobile,paid,8,4,0,45.0,0,0,0
CART_16900,199,16,9,1367.25,5,1,0,mobile,email,12,6,0,12.44,1,0,0
CART_16901,579,16,1,155.95,2,0,0,mobile,paid,21,0,0,36.19,1,1,0
CART_16902,598,16,3,226.95,1,0,0,tablet,paid,4,4,0,37.38,0,1,0
CART_16903,1577,1,4,226.16,5,1,1,desktop,organic,17,0,24,1577.0,0,1,1
CART_16904,1789,1,1,66.15,3,0,0,mobile,organic,8,2,0,1789.0,0,0,0
CART_16905,254,29,1,36.44,3,0,0,mobile,organic,13,3,0,8.76,0,1,1
CART_16906,372,17,3,479.93,5,0,1,desktop,direct,13,4,45,21.88,0,1,1
CART_16907,256,20,4,531.87,3,0,0,mobile,email,18,0,0,12.8,0,0,0
CART_16908,1495,17,3,144.03,2,0,0,mobile,paid,13,0,0,87.94,0,1,0
CART_16909,1287,1,1,139.1,3,1,1,mobile,organic,8,0,24,1287.0,1,1,1
CART_16910,1247,12,3,530.67,5,1,0,desktop,email,1,5,0,103.92,0,0,0
CART_16911,1285,16,5,490.61,6,1,1,mobile,organic,1,1,31,80.31,1,1,1
CART_16912,312,1,2,292.78,3,0,0,desktop,paid,13,3,0,312.0,0,1,0
CART_16913,528,1,5,188.67,1,1,1,desktop,email,7,3,49,528.0,0,0,1
CART_16914,991,24,3,105.04,1,0,0,desktop,organic,15,1,0,41.29,0,0,0
CART_16915,113,15,2,154.33,1,0,1,mobile,paid,9,1,35,7.53,0,0,1
CART_16916,808,22,1,98.69,1,0,0,desktop,paid,17,3,0,36.73,0,0,0
CART_16917,494,1,2,81.5,1,0,0,desktop,direct,10,1,0,494.0,0,0,0
CART_16918,1606,16,4,281.43,6,0,0,desktop,organic,13,4,0,100.38,0,1,0
CART_16919,1033,11,1,153.01,3,1,0,desktop,organic,4,2,0,93.91,1,1,0
CART_16920,264,19,1,58.72,3,0,1,mobile,paid,22,5,32,13.89,0,0,1
CART_16921,584,8,3,418.83,5,0,0,mobile,email,5,2,0,73.0,0,0,0
CART_16922,1472,3,4,504.46,5,0,0,mobile,direct,7,6,0,490.67,0,0,0
CART_16923,41,13,6,211.33,1,0,1,desktop,organic,3,2,26,3.15,0,1,1
CART_16924,216,13,2,249.23,4,0,0,mobile,direct,0,2,0,16.62,0,0,1
CART_16925,244,28,3,184.58,4,0,1,mobile,organic,23,0,4,8.71,0,0,0
CART_16926,1246,13,1,40.07,3,0,0,mobile,organic,0,5,0,95.85,0,1,0
CART_16927,1401,11,4,304.74,6,1,1,mobile,organic,3,1,6,127.36,0,0,1
CART_16928,845,3,3,158.25,5,0,1,mobile,organic,13,3,10,281.67,0,1,1
CART_16929,546,23,2,319.29,4,0,0,mobile,organic,8,1,0,23.74,0,0,1
CART_16930,823,7,1,21.07,3,0,0,mobile,organic,12,4,0,117.57,0,1,0
CART_16931,513,18,8,443.52,1,0,1,tablet,organic,15,6,7,28.5,0,1,1
CART_16932,1549,29,1,86.71,3,0,0,mobile,paid,1,5,0,53.41,0,1,0
CART_16933,1644,3,2,83.07,2,1,0,mobile,paid,18,5,0,548.0,0,0,0
CART_16934,446,18,1,136.22,3,0,1,tablet,paid,7,5,33,24.78,1,1,0
CART_16935,1577,16,2,307.22,2,0,0,mobile,paid,19,1,0,98.56,0,0,0
CART_16936,374,23,2,312.78,4,1,0,mobile,direct,6,5,0,16.26,0,1,1
CART_16937,912,13,5,221.2,3,0,0,mobile,organic,20,4,0,70.15,0,0,0
CART_16938,802,14,2,107.74,2,0,0,mobile,direct,7,5,0,57.29,0,1,0
CART_16939,216,6,1,120.88,3,0,0,mobile,email,16,3,0,36.0,0,1,0
CART_16940,1241,14,9,1432.38,6,0,0,mobile,email,11,5,0,88.64,0,1,1
CART_16941,524,9,2,130.78,2,0,0,mobile,organic,19,4,0,58.22,1,1,0
CART_16942,59,18,2,155.85,3,0,0,desktop,organic,13,1,0,3.28,1,1,0
CART_16943,1154,27,1,87.86,3,0,0,desktop,paid,12,0,0,42.74,0,1,0
CART_16944,882,2,3,139.87,1,1,0,tablet,direct,16,0,0,441.0,0,0,0
CART_16945,1655,18,3,325.16,3,0,1,mobile,paid,8,5,16,91.94,0,0,0
CART_16946,285,1,2,102.48,4,0,1,desktop,direct,16,5,37,285.0,0,1,1
CART_16947,1050,12,2,255.48,2,0,0,desktop,direct,22,2,0,87.5,1,1,1
CART_16948,40,7,1,144.52,1,1,0,mobile,direct,0,3,0,5.71,1,1,0
CART_16949,33,23,3,187.37,5,0,1,mobile,paid,13,4,7,1.43,0,1,1
CART_16950,538,10,2,113.3,1,0,0,desktop,email,11,0,0,53.8,1,0,0
CART_16951,66,14,1,19.78,3,0,1,desktop,direct,4,4,26,4.71,0,0,0
CART_16952,443,3,4,225.52,5,1,1,desktop,organic,9,4,34,147.67,0,0,1
CART_16953,1404,21,1,31.18,2,0,0,mobile,paid,12,3,0,66.86,0,1,0
CART_16954,1310,28,3,162.66,4,0,1,desktop,paid,12,6,26,46.79,0,0,0
CART_16955,466,30,5,360.96,2,0,0,mobile,email,12,5,0,15.53,0,1,0
CART_16956,1562,28,6,177.53,6,0,1,desktop,organic,8,5,39,55.79,0,0,1
CART_16957,1567,5,1,120.38,2,1,1,mobile,organic,8,0,36,313.4,0,1,0
CART_16958,1436,10,1,65.34,1,0,0,mobile,direct,5,5,0,143.6,0,1,1
CART_16959,777,23,4,689.78,4,1,0,mobile,email,5,0,0,33.78,0,1,0
CART_16960,546,16,2,67.31,1,0,0,desktop,email,8,5,0,34.12,0,0,0
CART_16961,1264,13,2,237.56,4,0,0,mobile,direct,17,0,0,97.23,0,1,0
CART_16962,1028,27,3,300.73,4,0,0,mobile,direct,11,2,0,38.07,0,0,1
CART_16963,928,25,5,752.15,6,0,0,mobile,organic,2,3,0,37.12,0,0,0
CART_16964,925,13,2,74.45,4,0,0,tablet,organic,3,3,0,71.15,1,1,0
CART_16965,477,24,1,23.94,3,0,1,desktop,direct,15,2,18,19.88,0,1,0
CART_16966,1726,24,3,152.33,4,0,1,mobile,organic,2,5,25,71.92,1,1,1
CART_16967,1300,8,1,111.17,3,0,0,mobile,direct,16,3,0,162.5,0,0,0
CART_16968,1708,22,5,553.54,6,0,1,mobile,organic,23,5,16,77.64,0,0,0
CART_16969,1125,22,2,132.77,3,0,0,desktop,paid,8,4,0,51.14,0,1,0
CART_16970,328,4,1,123.98,3,0,1,mobile,paid,13,2,26,82.0,0,0,1
CART_16971,616,5,3,178.15,5,0,0,desktop,direct,12,5,0,123.2,0,0,0
CART_16972,486,19,2,280.41,4,0,1,mobile,paid,6,3,46,25.58,0,1,0
CART_16973,1087,28,1,141.77,3,0,0,desktop,email,14,0,0,38.82,0,1,0
CART_16974,741,9,1,102.33,3,0,0,desktop,email,15,2,0,82.33,1,0,0
CART_16975,1749,24,2,153.1,3,0,1,mobile,organic,13,0,15,72.88,0,1,1
CART_16976,966,18,2,306.11,3,0,0,mobile,direct,14,1,0,53.67,1,1,1
CART_16977,287,7,1,97.76,3,0,1,mobile,organic,8,3,22,41.0,0,0,0
CART_16978,607,30,1,159.18,3,1,1,mobile,organic,19,6,45,20.23,0,1,1
CART_16979,1602,1,1,45.12,3,1,0,desktop,organic,19,5,0,1602.0,0,1,0
CART_16980,1485,21,1,112.77,3,0,1,mobile,organic,1,6,15,70.71,0,1,0
CART_16981,572,11,2,214.19,4,1,0,tablet,direct,17,6,0,52.0,0,0,1
CART_16982,446,16,1,40.73,2,1,0,desktop,paid,8,3,0,27.88,0,0,1
CART_16983,140,14,1,55.6,2,0,0,mobile,direct,16,6,0,10.0,1,1,0
CART_16984,1348,22,2,149.39,1,0,0,desktop,email,9,0,0,61.27,0,0,0
CART_16985,1694,23,2,283.83,4,0,1,mobile,direct,18,2,45,73.65,0,1,1
CART_16986,1747,30,1,95.5,3,0,0,mobile,organic,5,4,0,58.23,0,0,0
CART_16987,852,10,3,168.47,4,0,1,mobile,paid,3,0,5,85.2,1,0,0
CART_16988,1313,4,1,148.97,3,0,1,tablet,organic,16,3,16,328.25,1,0,1
CART_16989,124,2,1,27.59,3,0,1,desktop,paid,20,4,13,62.0,0,1,0
CART_16990,213,13,1,133.35,3,0,0,desktop,direct,11,6,0,16.38,0,1,1
CART_16991,1040,29,3,161.49,2,0,1,mobile,direct,17,0,35,35.86,1,0,0
CART_16992,1042,26,1,171.29,3,0,1,mobile,email,5,4,33,40.08,1,0,0
CART_16993,46,12,1,90.93,1,0,1,tablet,organic,8,0,13,3.83,0,1,1
CART_16994,150,28,5,443.14,2,0,1,tablet,organic,19,2,24,5.36,0,1,1
CART_16995,251,18,2,120.54,4,0,0,desktop,organic,17,1,0,13.94,0,1,1
CART_16996,737,28,1,127.35,3,0,0,mobile,organic,13,2,0,26.32,0,1,0
CART_16997,636,17,2,249.08,3,1,1,mobile,direct,17,0,49,37.41,0,1,1
CART_16998,1323,22,1,68.42,3,1,0,mobile,paid,0,3,0,60.14,1,1,0
CART_16999,1508,18,2,40.9,4,0,0,desktop,organic,9,5,0,83.78,1,0,0
CART_17000,1346,15,2,281.69,1,0,0,desktop,direct,0,0,0,89.73,1,0,0
CART_17001,1614,5,2,257.25,1,0,0,desktop,organic,21,6,0,322.8,0,1,1
CART_17002,541,12,1,155.79,3,0,0,desktop,organic,21,6,0,45.08,0,1,0
CART_17003,226,7,1,90.11,1,1,0,desktop,email,6,4,0,32.29,0,1,1
CART_17004,1293,21,1,42.72,3,0,0,mobile,organic,13,4,0,61.57,0,0,0
CART_17005,252,12,2,49.96,4,1,0,mobile,organic,7,1,0,21.0,1,0,1
CART_17006,1146,11,2,322.77,2,0,1,mobile,organic,9,2,22,104.18,0,1,1
CART_17007,699,13,4,356.71,3,0,1,mobile,paid,13,4,48,53.77,0,1,1
CART_17008,549,23,2,239.04,4,0,0,desktop,direct,17,0,0,23.87,0,0,1
CART_17009,162,15,2,245.08,4,0,1,desktop,email,20,2,5,10.8,0,0,0
CART_17010,56,12,1,99.22,2,0,0,mobile,organic,9,5,0,4.67,0,0,0
CART_17011,496,9,1,63.7,3,0,1,mobile,paid,7,3,28,55.11,0,0,0
CART_17012,1051,24,3,92.42,5,0,0,tablet,organic,2,5,0,43.79,0,1,1
CART_17013,1753,26,1,102.88,2,0,0,desktop,organic,14,4,0,67.42,0,1,0
CART_17014,318,11,1,72.2,3,0,0,mobile,organic,2,5,0,28.91,1,1,1
CART_17015,584,6,2,155.3,1,0,1,mobile,organic,18,6,48,97.33,1,1,0
CART_17016,343,18,2,241.49,4,0,0,mobile,email,9,0,0,19.06,0,0,1
CART_17017,133,8,2,248.53,4,0,1,mobile,email,7,0,32,16.62,1,0,1
CART_17018,422,11,3,52.55,4,0,1,tablet,organic,17,2,19,38.36,1,1,1
CART_17019,663,3,2,301.69,2,0,1,mobile,organic,21,2,39,221.0,0,1,0
CART_17020,192,10,3,211.3,5,0,1,desktop,paid,5,5,2,19.2,1,1,1
CART_17021,190,23,1,100.6,3,0,0,mobile,paid,23,1,0,8.26,0,1,0
CART_17022,619,21,2,113.01,3,0,0,mobile,organic,10,2,0,29.48,1,0,0
CART_17023,743,14,3,346.4,2,1,0,desktop,organic,19,0,0,53.07,0,0,1
CART_17024,1086,2,6,388.26,5,0,1,desktop,organic,16,5,40,543.0,0,1,1
CART_17025,1248,25,3,319.3,1,0,0,mobile,organic,17,3,0,49.92,0,1,1
CART_17026,466,9,2,166.8,4,0,0,desktop,organic,0,2,0,51.78,1,0,0
CART_17027,1283,27,1,107.1,1,0,0,tablet,direct,14,5,0,47.52,0,1,0
CART_17028,307,24,3,354.42,3,0,1,mobile,email,17,2,21,12.79,0,0,1
CART_17029,382,17,3,203.64,2,0,1,desktop,paid,11,6,33,22.47,0,1,0
CART_17030,688,9,1,22.58,1,1,0,mobile,paid,18,1,0,76.44,1,1,0
CART_17031,1792,7,1,68.32,3,0,1,mobile,direct,11,1,45,256.0,0,1,1
CART_17032,998,7,3,435.2,1,0,1,mobile,direct,10,1,7,142.57,0,1,1
CART_17033,1784,7,1,175.79,3,1,0,desktop,paid,15,3,0,254.86,0,0,0
CART_17034,693,28,1,106.67,3,1,0,desktop,email,12,4,0,24.75,0,1,0
CART_17035,1206,18,4,465.57,3,1,1,desktop,organic,13,1,15,67.0,0,1,0
CART_17036,1130,8,1,114.42,3,0,1,mobile,email,14,4,1,141.25,0,0,1
CART_17037,1697,30,2,75.96,1,0,0,tablet,organic,17,2,0,56.57,0,0,0
CART_17038,340,18,3,222.27,5,1,0,tablet,organic,7,5,0,18.89,1,1,0
CART_17039,486,21,1,136.92,3,0,0,desktop,organic,3,3,0,23.14,0,1,0
CART_17040,773,21,1,99.1,1,0,0,mobile,email,5,6,0,36.81,0,1,0
CART_17041,711,2,3,366.41,3,1,0,mobile,paid,5,2,0,355.5,0,1,0
CART_17042,930,29,4,89.76,5,0,0,mobile,paid,12,5,0,32.07,0,0,0
CART_17043,1476,17,1,107.53,1,0,1,desktop,paid,1,5,3,86.82,0,1,0
CART_17044,1482,16,4,439.35,6,0,0,desktop,direct,16,0,0,92.62,1,1,1
CART_17045,298,27,1,130.11,3,0,0,desktop,direct,21,1,0,11.04,0,1,0
CART_17046,1564,16,2,134.85,3,0,0,mobile,organic,22,6,0,97.75,1,1,0
CART_17047,738,9,1,148.49,1,0,0,mobile,paid,8,0,0,82.0,0,1,0
CART_17048,634,8,1,178.34,2,0,0,mobile,direct,12,5,0,79.25,1,0,0
CART_17049,1485,8,1,127.79,3,0,0,mobile,organic,23,3,0,185.62,0,1,1
CART_17050,691,22,1,118.08,2,0,0,desktop,organic,23,0,0,31.41,0,1,0
CART_17051,1624,28,1,122.33,3,1,1,mobile,email,3,1,44,58.0,0,1,1
CART_17052,211,3,2,276.16,4,0,1,desktop,organic,6,5,17,70.33,0,1,1
CART_17053,1214,14,2,197.03,4,0,0,mobile,organic,14,6,0,86.71,0,1,0
CART_17054,248,12,3,133.98,2,1,1,mobile,organic,9,1,1,20.67,0,1,1
CART_17055,1785,13,1,49.52,1,0,0,mobile,email,8,2,0,137.31,0,0,0
CART_17056,103,22,1,102.62,2,1,1,mobile,organic,1,1,14,4.68,0,1,1
CART_17057,1042,20,2,208.52,3,0,0,mobile,organic,22,6,0,52.1,0,0,0
CART_17058,1425,12,1,27.66,2,0,1,mobile,paid,4,4,12,118.75,1,0,1
CART_17059,1311,7,4,606.55,6,0,1,desktop,paid,1,5,45,187.29,1,1,0
CART_17060,849,12,2,149.98,4,0,0,mobile,direct,1,4,0,70.75,0,1,1
CART_17061,230,29,3,98.08,3,0,1,mobile,organic,2,2,2,7.93,0,1,1
CART_17062,989,9,1,157.58,3,0,1,mobile,direct,3,0,21,109.89,0,1,1
CART_17063,629,30,4,224.82,4,1,0,desktop,organic,19,3,0,20.97,1,1,0
CART_17064,1417,28,1,91.14,3,0,1,desktop,organic,3,1,11,50.61,1,1,0
CART_17065,781,29,5,429.71,6,0,1,mobile,paid,13,1,47,26.93,0,1,1
CART_17066,592,3,7,309.02,6,0,0,desktop,organic,5,6,0,197.33,0,1,1
CART_17067,370,28,3,369.59,2,0,0,tablet,organic,3,3,0,13.21,1,1,0
CART_17068,1080,20,3,156.04,5,0,1,desktop,paid,11,1,40,54.0,0,1,0
CART_17069,926,19,1,38.63,3,0,0,mobile,organic,1,5,0,48.74,0,0,0
CART_17070,501,2,4,360.44,2,0,0,mobile,paid,16,1,0,250.5,1,1,0
CART_17071,1713,18,2,314.74,3,1,1,mobile,organic,21,4,29,95.17,0,0,1
CART_17072,70,1,3,377.62,4,0,0,desktop,email,22,4,0,70.0,0,1,0
CART_17073,1049,21,1,166.6,3,0,1,mobile,direct,9,2,19,49.95,1,1,0
CART_17074,251,19,1,151.7,3,0,0,mobile,direct,13,6,0,13.21,0,1,0
CART_17075,147,11,1,73.17,3,0,0,mobile,paid,22,5,0,13.36,1,0,0
CART_17076,1502,29,1,27.17,3,0,1,mobile,email,0,1,4,51.79,1,1,0
CART_17077,199,28,5,668.35,6,0,0,mobile,paid,1,4,0,7.11,0,1,0
CART_17078,595,27,5,680.97,5,0,0,mobile,email,6,6,0,22.04,0,1,1
CART_17079,568,4,4,83.33,6,0,1,mobile,direct,2,1,25,142.0,0,1,1
CART_17080,1671,11,2,325.09,2,0,1,mobile,organic,6,1,23,151.91,0,1,1
CART_17081,28,7,1,68.67,3,0,0,desktop,organic,6,4,0,4.0,0,0,0
CART_17082,1554,1,1,111.05,2,0,1,desktop,organic,19,5,14,1554.0,0,1,1
CART_17083,1475,17,3,449.74,3,0,1,desktop,direct,17,6,10,86.76,0,0,0
CART_17084,1485,12,4,318.15,5,0,0,desktop,organic,1,0,0,123.75,0,1,0
CART_17085,1439,18,5,364.3,5,0,0,mobile,direct,22,5,0,79.94,1,0,0
CART_17086,129,13,6,841.77,4,0,1,tablet,paid,0,4,22,9.92,0,1,1
CART_17087,1492,17,1,66.37,2,0,1,desktop,email,20,5,27,87.76,0,0,0
CART_17088,239,26,5,168.23,6,0,1,mobile,direct,19,6,2,9.19,1,0,0
CART_17089,1153,28,2,175.76,3,1,1,tablet,email,18,0,44,41.18,1,0,0
CART_17090,392,9,1,102.14,2,0,0,mobile,email,11,1,0,43.56,0,0,0
CART_17091,1212,8,2,300.92,4,0,0,desktop,direct,16,2,0,151.5,0,0,1
CART_17092,1234,19,5,807.73,6,1,0,tablet,email,0,0,0,64.95,0,1,1
CART_17093,880,28,2,252.82,4,0,1,mobile,organic,12,5,31,31.43,0,0,1
CART_17094,765,24,1,56.83,3,0,1,mobile,email,21,6,35,31.88,0,0,1
CART_17095,251,17,3,257.68,3,1,1,desktop,paid,22,5,18,14.76,0,0,0
CART_17096,967,23,1,19.13,3,0,1,tablet,organic,9,1,17,42.04,0,1,0
CART_17097,872,8,4,453.53,6,1,1,mobile,organic,18,1,26,109.0,0,0,1
CART_17098,208,2,3,305.01,1,1,0,tablet,organic,1,0,0,104.0,0,1,1
CART_17099,244,12,4,75.75,4,1,0,tablet,organic,8,3,0,20.33,0,1,1
CART_17100,183,3,4,247.84,4,0,0,desktop,paid,1,0,0,61.0,1,1,0
CART_17101,1675,29,2,53.83,2,0,0,mobile,paid,4,3,0,57.76,0,0,0
CART_17102,399,30,4,185.6,6,0,0,desktop,organic,21,6,0,13.3,1,1,0
CART_17103,998,30,1,100.7,3,1,0,mobile,paid,12,6,0,33.27,0,1,0
CART_17104,1277,24,3,325.92,2,0,0,mobile,organic,21,3,0,53.21,1,0,0
CART_17105,498,26,1,16.44,2,0,0,mobile,direct,8,2,0,19.15,0,1,0
CART_17106,938,22,1,121.68,1,1,1,desktop,organic,1,0,11,42.64,0,1,1
CART_17107,1362,17,7,855.69,2,0,0,desktop,paid,17,5,0,80.12,0,1,0
CART_17108,1371,9,1,35.24,3,0,0,mobile,email,7,2,0,152.33,1,0,0
CART_17109,1280,2,1,68.04,3,0,0,desktop,email,0,1,0,640.0,0,1,0
CART_17110,1437,19,1,23.05,2,0,0,mobile,email,14,3,0,75.63,0,1,0
CART_17111,839,19,2,344.4,4,0,1,mobile,organic,5,6,21,44.16,1,1,0
CART_17112,233,19,3,427.2,4,1,0,mobile,organic,20,0,0,12.26,0,1,0
CART_17113,498,21,1,128.41,2,0,0,mobile,direct,13,2,0,23.71,0,0,0
CART_17114,791,23,1,96.95,2,0,1,desktop,organic,3,1,31,34.39,0,1,0
CART_17115,1672,7,1,88.55,3,0,1,desktop,paid,20,2,29,238.86,0,1,0
CART_17116,926,15,3,193.74,5,1,0,desktop,direct,6,5,0,61.73,0,1,1
CART_17117,1150,15,1,147.46,3,1,1,desktop,organic,7,4,5,76.67,0,0,0
CART_17118,164,30,4,171.83,2,0,0,mobile,email,1,1,0,5.47,1,0,0
CART_17119,1381,27,2,165.93,2,0,0,desktop,organic,15,3,0,51.15,0,1,0
CART_17120,610,24,2,295.69,4,0,0,mobile,paid,14,0,0,25.42,0,0,0
CART_17121,454,26,2,255.73,4,0,1,mobile,organic,9,5,41,17.46,0,0,0
CART_17122,1696,14,6,146.07,1,1,0,desktop,paid,23,3,0,121.14,0,1,1
CART_17123,1294,19,1,69.85,2,0,0,desktop,organic,9,1,0,68.11,0,1,0
CART_17124,972,24,3,198.62,3,0,1,mobile,paid,23,1,2,40.5,0,1,0
CART_17125,177,25,2,37.29,4,0,1,mobile,email,16,5,49,7.08,0,1,1
CART_17126,26,19,1,42.94,3,0,0,tablet,direct,0,4,0,1.37,0,1,0
CART_17127,1077,26,3,99.09,1,1,1,mobile,paid,22,0,27,41.42,0,1,0
CART_17128,526,21,3,232.5,5,1,0,desktop,paid,5,1,0,25.05,1,0,0
CART_17129,850,2,1,31.38,3,0,1,mobile,email,15,6,21,425.0,0,1,1
CART_17130,723,20,1,46.48,2,0,1,desktop,organic,14,6,4,36.15,0,0,0
CART_17131,1373,26,1,75.51,3,0,0,mobile,organic,22,1,0,52.81,0,1,0
CART_17132,1187,28,3,496.18,5,0,1,tablet,direct,9,3,43,42.39,1,1,1
CART_17133,1060,24,5,393.96,1,1,0,mobile,email,18,1,0,44.17,1,1,0
CART_17134,1676,11,3,526.87,1,0,1,desktop,paid,0,2,5,152.36,0,1,1
CART_17135,380,22,4,166.15,5,1,0,tablet,organic,22,0,0,17.27,0,0,0
CART_17136,1556,15,3,223.35,1,0,0,mobile,paid,10,6,0,103.73,0,1,0
CART_17137,184,8,4,127.99,6,1,1,mobile,email,10,2,44,23.0,0,0,1
CART_17138,671,15,2,214.5,1,0,0,mobile,paid,10,0,0,44.73,0,0,0
CART_17139,596,10,9,683.67,4,0,1,mobile,paid,1,1,39,59.6,0,1,1
CART_17140,1758,2,9,849.73,2,1,1,desktop,paid,3,5,30,879.0,0,0,0
CART_17141,1404,8,9,1480.55,5,0,0,mobile,direct,21,2,0,175.5,0,0,0
CART_17142,541,24,5,179.61,3,0,0,mobile,organic,1,5,0,22.54,0,0,1
CART_17143,921,14,1,16.57,2,0,1,mobile,organic,2,3,12,65.79,1,1,1
CART_17144,1034,28,3,487.02,4,0,0,tablet,paid,13,3,0,36.93,1,1,0
CART_17145,414,1,4,182.24,4,0,0,mobile,paid,6,0,0,414.0,0,1,0
CART_17146,1305,20,8,702.0,6,0,1,desktop,direct,13,2,14,65.25,0,0,1
CART_17147,944,29,5,608.49,3,1,0,tablet,organic,10,2,0,32.55,1,0,0
CART_17148,522,15,1,50.79,3,0,1,mobile,organic,3,3,21,34.8,1,0,0
CART_17149,1148,28,2,356.89,2,0,0,mobile,direct,22,6,0,41.0,0,0,0
CART_17150,1527,4,1,46.15,2,0,0,mobile,email,13,6,0,381.75,0,1,0
CART_17151,788,5,3,164.55,3,0,0,mobile,paid,15,4,0,157.6,0,1,0
CART_17152,580,22,1,97.57,3,1,0,tablet,organic,2,4,0,26.36,0,1,0
CART_17153,1661,22,4,717.04,5,0,1,mobile,organic,21,3,46,75.5,0,0,1
CART_17154,1688,29,5,810.86,4,0,1,mobile,direct,15,5,10,58.21,0,0,0
CART_17155,1403,10,2,215.68,1,1,0,desktop,organic,15,5,0,140.3,1,0,1
CART_17156,869,23,3,529.11,3,1,0,mobile,paid,4,3,0,37.78,0,1,0
CART_17157,28,18,2,311.2,2,0,0,mobile,paid,8,6,0,1.56,1,0,0
CART_17158,1243,25,1,143.48,2,0,1,tablet,direct,19,6,40,49.72,0,1,0
CART_17159,1506,28,3,53.65,2,0,1,desktop,organic,15,6,9,53.79,1,1,0
CART_17160,831,18,1,112.28,2,1,0,mobile,paid,19,6,0,46.17,0,0,0
CART_17161,918,5,4,609.95,4,0,0,mobile,organic,11,2,0,183.6,0,0,0
CART_17162,1267,7,4,409.61,1,0,0,desktop,email,16,6,0,181.0,0,0,0
CART_17163,237,1,1,126.76,3,0,0,tablet,email,1,1,0,237.0,0,1,0
CART_17164,467,26,6,109.39,4,0,1,mobile,organic,4,5,29,17.96,1,1,1
CART_17165,1700,16,1,40.3,2,0,1,desktop,direct,12,3,17,106.25,1,1,1
CART_17166,1584,26,2,250.06,1,0,0,desktop,email,7,5,0,60.92,1,1,0
CART_17167,576,5,2,100.89,4,0,0,mobile,organic,6,5,0,115.2,0,1,0
CART_17168,247,3,5,600.24,5,0,1,desktop,organic,12,5,49,82.33,0,1,1
CART_17169,821,6,9,1087.14,1,0,1,mobile,paid,1,2,32,136.83,1,0,0
CART_17170,519,11,1,109.73,2,1,0,mobile,paid,0,2,0,47.18,0,1,0
CART_17171,816,8,3,428.3,2,0,0,mobile,organic,14,1,0,102.0,1,0,1
CART_17172,1156,30,7,215.85,1,1,0,desktop,paid,7,5,0,38.53,0,0,1
CART_17173,164,9,2,57.44,2,0,1,desktop,direct,4,3,17,18.22,0,1,1
CART_17174,822,29,7,1069.83,3,0,0,mobile,direct,4,4,0,28.34,0,1,0
CART_17175,267,28,1,63.04,3,1,1,mobile,organic,7,0,12,9.54,0,1,1
CART_17176,89,10,1,146.98,3,1,0,mobile,paid,8,5,0,8.9,1,1,0
CART_17177,1691,13,2,182.51,4,1,0,mobile,direct,4,5,0,130.08,0,1,0
CART_17178,714,1,1,122.49,3,0,0,mobile,direct,18,0,0,714.0,0,1,0
CART_17179,463,3,1,45.68,3,0,0,mobile,paid,11,4,0,154.33,0,0,0
CART_17180,582,18,2,186.89,4,1,0,tablet,email,17,5,0,32.33,0,0,1
CART_17181,743,10,1,59.83,3,0,0,desktop,organic,16,4,0,74.3,1,0,0
CART_17182,890,21,3,49.23,3,0,1,tablet,organic,14,3,49,42.38,0,0,1
CART_17183,1677,22,1,69.81,3,1,0,mobile,direct,10,1,0,76.23,0,0,0
CART_17184,1429,16,1,163.21,3,1,0,desktop,organic,10,5,0,89.31,0,0,0
CART_17185,705,6,1,45.18,3,0,0,desktop,email,3,1,0,117.5,0,0,0
CART_17186,1427,26,1,165.66,1,0,0,mobile,organic,5,0,0,54.88,0,0,0
CART_17187,1031,1,4,701.74,3,0,1,desktop,organic,3,4,5,1031.0,1,0,1
CART_17188,1293,19,1,88.18,3,1,0,desktop,direct,18,5,0,68.05,0,0,0
CART_17189,1588,5,1,25.08,2,0,0,desktop,email,21,3,0,317.6,1,1,0
CART_17190,330,4,4,319.49,3,1,0,mobile,direct,6,0,0,82.5,0,1,0
CART_17191,317,10,1,160.91,2,1,0,tablet,direct,13,1,0,31.7,0,1,1
CART_17192,982,6,1,145.84,3,0,0,desktop,direct,19,1,0,163.67,1,0,0
CART_17193,698,4,6,142.51,6,0,0,desktop,direct,13,4,0,174.5,0,1,1
CART_17194,421,28,1,43.06,3,0,0,mobile,direct,20,0,0,15.04,0,0,0
CART_17195,446,11,1,46.81,1,1,1,tablet,paid,22,3,37,40.55,1,1,1
CART_17196,720,1,1,87.73,3,0,1,mobile,organic,13,1,18,720.0,1,0,1
CART_17197,1634,15,7,544.95,2,0,0,desktop,paid,23,0,0,108.93,0,1,0
CART_17198,255,25,4,602.02,3,0,0,mobile,email,15,1,0,10.2,0,1,0
CART_17199,132,9,5,709.09,2,0,1,mobile,paid,8,5,34,14.67,0,0,1
CART_17200,1265,19,3,286.42,5,0,0,desktop,direct,18,6,0,66.58,0,0,1
CART_17201,1279,26,1,178.8,3,0,0,mobile,paid,22,1,0,49.19,0,1,0
